        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCN Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-07-25 21:13:55 ,         198.0   ,           1200.0   ,          11.0   ,               53.0   ,         25   ,                        784   ,                       52   ,         1.018   ,               56.4   ,                  7187   ,
2024-07-25 21:13:56 ,          76.0   ,           1200.0   ,          11.0   ,               53.0   ,         26   ,                        784   ,                       52   ,         1.012   ,               56.3   ,                  7188   ,
2024-07-25 21:13:57 ,          40.0   ,            400.0   ,          11.0   ,               53.0   ,         25   ,                        784   ,                       52   ,         1.012   ,               56.3   ,                  7189   ,
2024-07-25 21:13:58 ,         151.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         0.912   ,               56.3   ,                  7191   ,
2024-07-25 21:13:59 ,         558.0   ,           1200.0   ,          11.0   ,               54.0   ,         42   ,                        795   ,                       52   ,         0.812   ,               56.6   ,                  7192   ,
2024-07-25 21:14:00 ,         184.0   ,            400.0   ,          11.0   ,               54.0   ,         46   ,                        795   ,                       52   ,         1.025   ,               56.5   ,                  7195   ,
2024-07-25 21:14:01 ,         568.0   ,           1200.0   ,          11.0   ,               54.0   ,         42   ,                        795   ,                       52   ,         0.912   ,               56.6   ,                  7195   ,
2024-07-25 21:14:02 ,         568.0   ,           1200.0   ,          11.0   ,               54.0   ,         41   ,                        795   ,                       52   ,         1.006   ,               56.9   ,                  7195   ,
2024-07-25 21:14:03 ,         569.0   ,           1200.0   ,          11.0   ,               53.0   ,         46   ,                        795   ,                       52   ,         0.806   ,               57.0   ,                  7195   ,
2024-07-25 21:14:04 ,         569.0   ,           1200.0   ,          11.0   ,               53.0   ,         28   ,                        784   ,                       52   ,         0.806   ,               56.6   ,                  7197   ,
2024-07-25 21:14:05 ,         188.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               56.3   ,                  7197   ,
2024-07-25 21:14:06 ,          73.0   ,            400.0   ,          11.0   ,               53.0   ,         25   ,                        784   ,                       52   ,         1.018   ,               56.3   ,                  7197   ,
2024-07-25 21:14:07 ,          39.0   ,            400.0   ,          11.0   ,               53.0   ,         25   ,                        784   ,                       52   ,         1.062   ,               56.5   ,                  7203   ,
2024-07-25 21:14:08 ,          29.0   ,           1200.0   ,          11.0   ,               52.0   ,         25   ,                        784   ,                       52   ,         1.025   ,               56.4   ,                  7207   ,
2024-07-25 21:14:09 ,          26.0   ,           1200.0   ,          11.0   ,               52.0   ,         37   ,                        795   ,                       52   ,         1.006   ,               56.4   ,                  7213   ,
2024-07-25 21:14:10 ,         513.0   ,           1200.0   ,          11.0   ,               53.0   ,         42   ,                        795   ,                       52   ,         0.912   ,               56.9   ,                  7212   ,
2024-07-25 21:14:11 ,         666.0   ,           1200.0   ,          11.0   ,               53.0   ,         42   ,                        795   ,                       52   ,         0.831   ,               56.8   ,                  7213   ,
